# Time(s) Gyro_X Gyro_Y Gyro_Z Acc_X Acc_Y Acc_Z
8.980000 0.00133386 0.00193137 0.00028177 0.037438 -0.009706 -10.279403
8.990000 -0.00031222 0.00112207 0.00052893 0.027937 -0.007931 -10.301830
9.000000 0.00138681 0.00159098 0.00121227 0.022854 -0.015295 -10.297287
9.010000 0.00202371 0.00074931 0.00024509 0.017461 -0.012744 -10.309613
9.020000 0.00114489 0.00052390 -0.00115141 0.028117 -0.023777 -10.299153
9.030000 0.00256341 -0.00031843 0.00073237 0.023306 -0.024273 -10.316315
9.040000 0.00149986 -0.00089931 -0.00043235 0.016170 -0.029311 -10.289527
9.050000 -0.00110003 0.00112551 0.00008523 0.008465 -0.000148 -10.296708
9.060000 0.00040764 0.00062355 0.00115416 0.020592 -0.034806 -10.295201
9.070000 0.00049425 -0.00055891 0.00068166 0.019198 -0.027991 -10.295777
9.080000 0.00296259 0.00050370 0.00021146 0.016021 -0.017168 -10.296391
9.090000 0.00234148 -0.00024248 -0.00128531 0.015285 -0.012535 -10.297516
9.100000 0.00223087 0.00218501 -0.00023712 0.024728 -0.020287 -10.307299
9.110000 0.00012019 0.00248706 -0.00133097 0.012911 -0.000573 -10.287090
9.120000 0.00066486 0.00084234 0.00075416 0.032134 -0.002173 -10.301313
9.130000 0.00185398 0.00091487 -0.00033671 0.022958 -0.014242 -10.290055
9.140000 0.00104351 0.00105814 -0.00332956 0.017108 -0.014070 -10.295927
9.150000 0.00070339 0.00074132 -0.00195101 0.025323 -0.008443 -10.295713
9.160000 0.00138632 0.00029553 0.00095548 0.021240 -0.012741 -10.280184
9.170000 0.00257302 0.00003419 -0.00095084 0.002700 -0.024697 -10.289913
9.180000 0.00092605 0.00004834 -0.00060498 0.022698 -0.012373 -10.289975
9.190000 0.00024172 -0.00063062 -0.00017729 0.022140 -0.020593 -10.290362
9.200000 0.00162953 -0.00030432 0.00009536 0.020209 -0.019476 -10.289746
9.210000 0.00036842 0.00075317 0.00002034 0.026510 -0.012852 -10.279479
9.220000 0.00096639 0.00095474 -0.00131643 0.033268 -0.004981 -10.270986
9.230000 0.00080353 0.00029414 -0.00154658 0.018535 -0.019648 -10.288046
9.240000 0.00082323 -0.00104862 -0.00129115 0.017474 -0.014881 -10.306509
9.250000 0.00071512 0.00024382 -0.00104150 0.026067 -0.029710 -10.297614
9.260000 0.00093824 0.00097944 0.00007452 0.019846 -0.019360 -10.314222
9.270000 0.00035023 -0.00070320 -0.00184204 0.002354 -0.022462 -10.291259
9.280000 0.00051280 0.00014808 -0.00157000 0.022889 -0.015164 -10.305496
9.290000 -0.00029612 0.00004388 -0.00061857 0.023411 -0.032990 -10.320615
9.300000 0.00159503 -0.00005742 -0.00121300 0.017569 -0.020461 -10.286518
9.310000 0.00007330 0.00046856 -0.00164843 0.021580 0.001507 -10.302132
9.320000 0.00157313 -0.00128587 -0.00115963 0.024868 -0.017523 -10.282833
9.330000 0.00130111 0.00068383 0.00189303 0.017959 -0.006456 -10.307426
9.340000 0.00134980 -0.00050405 -0.00089546 0.015848 -0.015840 -10.284016
9.350000 -0.00077625 0.00041940 -0.00163306 -0.001972 -0.018326 -10.300315
9.360000 0.00191539 -0.00004954 -0.00091677 -0.000770 -0.019640 -10.312057
9.370000 0.00036444 0.00223885 -0.00112124 -0.003307 -0.017623 -10.299611
9.380000 0.00283256 0.00131415 -0.00031793 0.017550 -0.012471 -10.305444
9.390000 0.00136873 0.00089380 -0.00272767 0.037909 -0.015333 -10.283786
9.400000 0.00072112 0.00134516 -0.00084890 0.003201 -0.023345 -10.289787
9.410000 -0.00040519 0.00044760 0.00090411 0.017734 -0.025732 -10.315036
9.420000 0.00224689 0.00043800 0.00015145 0.027332 -0.008484 -10.294217
9.430000 0.00063349 -0.00120387 -0.00172447 0.015041 -0.026131 -10.297180
9.440000 0.00256289 0.00022601 -0.00104338 0.006847 -0.022516 -10.284037
9.450000 0.00070016 0.00240414 0.00082596 0.001492 -0.008225 -10.281708
9.460000 0.00321878 0.00034095 -0.00050438 0.028163 -0.011018 -10.301286
9.470000 -0.00051664 0.00197693 -0.00196778 0.013541 -0.037481 -10.296280
9.480000 0.00121678 -0.00059730 -0.00138887 0.015978 -0.021980 -10.296851
9.490000 0.00016274 -0.00010788 -0.00133912 0.020624 -0.021356 -10.280519
9.500000 0.00045173 0.00133333 -0.00190486 0.027306 -0.006037 -10.297683
9.510000 0.00122054 0.00171796 -0.00131320 0.025112 -0.023957 -10.289987
9.520000 0.00028208 0.00026948 0.00037973 0.017956 -0.025220 -10.296878
9.530000 0.00119411 -0.00003121 -0.00031612 0.017079 0.008231 -10.292296
9.540000 -0.00010229 0.00118136 -0.00039139 0.035797 -0.003687 -10.296272
9.550000 0.00069219 -0.00033859 -0.00168668 0.015563 -0.032402 -10.305359
9.560000 0.00153482 0.00172898 -0.00143731 0.026628 -0.018021 -10.292892
9.570000 0.00145839 -0.00158703 -0.00138462 -0.000303 -0.010465 -10.285685
9.580000 0.00096894 -0.00040968 -0.00173651 0.002242 -0.011284 -10.283215
9.590000 0.00033222 0.00079219 -0.00098733 0.036801 -0.020035 -10.288851
9.600000 -0.00123823 -0.00162070 -0.00140687 0.034298 -0.010986 -10.283799
9.610000 0.00145769 -0.00224750 -0.00129973 0.019641 -0.011057 -10.302866
9.620000 0.00047375 0.00188834 -0.00118502 0.018354 -0.010663 -10.303616
9.630000 0.00138299 0.00064126 -0.00293057 0.017764 -0.007391 -10.276124
9.640000 0.00176821 0.00071540 -0.00029173 -0.000494 0.004766 -10.299249
9.650000 0.00492624 -0.00158411 0.00092470 0.029649 -0.003389 -10.281005
9.660000 0.00071255 0.00078733 -0.00084551 0.012720 -0.017253 -10.297186
9.670000 0.00057576 -0.00006983 -0.00047049 0.016426 -0.001812 -10.297418
9.680000 -0.00051717 0.00125058 -0.00121619 0.003815 -0.021330 -10.312434
9.690000 -0.00013007 0.00004999 0.00045715 0.017717 -0.008275 -10.303195
9.700000 0.00046466 0.00085845 -0.00153096 0.015970 -0.017748 -10.295243
9.710000 0.00175792 0.00118551 0.00104861 0.025161 -0.006927 -10.274095
9.720000 0.00082444 0.00116865 -0.00070193 0.021235 -0.007642 -10.312526
9.730000 0.00229587 -0.00021883 -0.00005499 0.016208 -0.017704 -10.306823
9.740000 0.00080530 0.00043581 -0.00070825 0.014640 -0.016075 -10.301697
9.750000 0.00125224 0.00038377 -0.00058529 0.046018 -0.009877 -10.276640
9.760000 0.00257812 0.00148545 0.00006915 0.034927 -0.021392 -10.296274
9.770000 0.00054446 -0.00038924 0.00015530 0.015652 -0.016618 -10.306414
9.780000 0.00187605 0.00197267 -0.00140398 0.015585 -0.011405 -10.293319
9.790000 0.00077045 -0.00113948 -0.00119247 0.022534 -0.015597 -10.288043
9.800000 0.00199657 0.00003350 -0.00015952 0.017430 -0.001084 -10.315126
9.810000 0.00080950 0.00082406 -0.00194769 0.026568 -0.010116 -10.303396
9.820000 0.00108521 -0.00249114 -0.00098690 0.016448 -0.010352 -10.287491
9.830000 -0.00063047 0.00170599 -0.00002259 0.002505 -0.008718 -10.301227
9.840000 0.00146667 0.00202101 -0.00174892 0.031253 -0.033393 -10.272197
9.850000 0.00274736 0.00143219 -0.00103656 0.011139 -0.000700 -10.297342
9.860000 0.00213562 -0.00060629 -0.00162451 0.011813 -0.012349 -10.286359
9.870000 0.00039141 -0.00002898 -0.00185656 0.004473 -0.007984 -10.296772
9.880000 0.00222308 0.00024115 -0.00044750 0.025770 -0.014890 -10.302369
9.890000 0.00042965 -0.00132060 -0.00052994 0.008869 -0.008274 -10.289977
9.900000 -0.00091225 0.00043137 -0.00216832 0.026623 -0.010724 -10.287203
9.910000 0.00298728 0.00141136 -0.00069425 0.034061 -0.033764 -10.320068
9.920000 0.00226371 -0.00034632 -0.00025652 0.037179 -0.028410 -10.307512
9.930000 0.00119981 0.00076402 0.00047235 0.017124 -0.031540 -10.300466
9.940000 0.00173249 0.00078872 -0.00245489 0.010519 -0.017333 -10.293852
9.950000 0.00003995 0.00037729 -0.00070663 0.016565 -0.018940 -10.294070
9.960000 -0.00013020 0.00291168 0.00071639 0.030443 0.001030 -10.298835
9.970000 0.00160212 0.00057204 -0.00101221 0.038249 -0.006233 -10.308970
9.980000 0.00004808 0.00057748 -0.00054225 0.007388 -0.020773 -10.282204
9.990000 -0.00024176 0.00083418 -0.00095526 0.014986 -0.033924 -10.298939
10.000000 -0.00090781 -0.00036039 -0.00121361 750.000194 -0.025550 -10.052520
10.010000 0.00288769 0.00105655 -0.00213548 750.021497 -0.004758 -9.789709
10.020000 0.00148604 -0.00104730 0.00028269 0.008207 -0.018717 -9.795886
10.030000 0.00052888 0.00040636 0.00052580 0.017378 -0.017693 -9.813877
10.040000 -0.00028716 -0.00089712 -0.00138360 0.008473 -0.019029 -9.827582
10.050000 0.00203838 -0.00101935 -0.00363216 0.026406 -0.028727 -9.789782
10.060000 0.00054884 0.00105174 0.00040026 0.025989 -0.020437 -9.786645
10.070000 0.00053684 0.00008857 0.00035390 0.027432 -0.018090 -9.800868
10.080000 -0.00086974 0.00011148 -0.00060958 0.030972 -0.012680 -9.786203
10.090000 0.00144922 -0.00000981 -0.00076556 -0.003890 -0.014015 -9.812424
10.100000 -0.00148833 -0.00015825 -0.00034649 0.019742 -0.007862 -9.779259
10.110000 0.00001771 0.00055898 -0.00035313 0.010618 -0.020257 -9.797605
10.120000 0.00065745 0.00067046 -0.00176273 0.010255 -0.005214 -9.797351
10.130000 0.00079339 0.00111022 -0.00064303 0.021220 -0.008798 -9.797367
10.140000 0.00041347 0.00072422 -0.00008539 0.011825 -0.015630 -9.805212
10.150000 -0.00104994 0.00165907 -0.00113625 0.021080 -0.005031 -9.808400
10.160000 0.00142549 0.00169725 -0.00217167 0.004676 -0.014508 -9.804328
10.170000 0.00029056 0.00021145 -0.00158375 0.020317 -0.011796 -9.818087
10.180000 0.00273494 -0.00035677 -0.00135555 0.026898 -0.026697 -9.796873
10.190000 0.00120439 -0.00070215 -0.00119568 0.013406 -0.020520 -9.779710
10.200000 0.00131745 0.00016714 -0.00089339 0.023193 -0.005953 -9.795141
10.210000 0.00047067 -0.00101447 -0.00047841 0.026200 -0.010826 -9.794105
10.220000 0.00275493 0.00051840 -0.00057474 0.031072 -0.013435 -9.773799
10.230000 0.00169272 -0.00076933 0.00090251 0.029605 -0.026395 -9.798415
10.240000 0.00120233 0.00213186 -0.00153303 0.023971 -0.014555 -9.789781
10.250000 0.00281806 0.00127516 -0.00024696 0.027970 -0.028596 -9.783839
10.260000 0.00123402 0.00025147 0.00040053 0.015032 -0.020959 -9.802641
10.270000 0.00114036 -0.00146707 -0.00191719 0.028086 -0.017671 -9.803286
10.280000 0.00081415 0.00081000 -0.00085659 0.015760 -0.032947 -9.805072
10.290000 0.00221897 -0.00145110 -0.00065641 0.007604 -0.017692 -9.790008
10.300000 -0.00081798 0.00125971 -0.00089446 0.025539 -0.002432 -9.786310
10.310000 0.00141961 -0.00036388 0.00047946 0.014714 -0.014809 -9.796976
10.320000 0.00204172 0.00108354 -0.00092952 -0.001511 -0.027173 -9.798323
10.330000 0.00157986 -0.00020689 0.00005556 0.018271 -0.009877 -9.792014
10.340000 0.00264948 0.00157061 -0.00152960 0.002293 -0.009814 -9.794864
10.350000 0.00136142 -0.00079314 -0.00022761 0.026234 -0.004331 -9.798079
10.360000 0.00145060 -0.00136982 -0.00196178 0.032456 -0.023894 -9.806107
10.370000 0.00071686 0.00019914 -0.00200948 0.024288 -0.018688 -9.794034
10.380000 0.00138898 0.00075147 -0.00099427 0.039930 -0.011065 -9.794528
10.390000 0.00024421 0.00154871 0.00085541 0.011308 -0.032000 -9.797375
10.400000 0.00051644 -0.00011217 -0.00030879 0.030669 -0.018229 -9.792635
10.410000 0.00064197 0.00036060 -0.00006035 0.034265 -0.000985 -9.792362
10.420000 -0.00090936 0.00181830 -0.00072732 0.021701 -0.030186 -9.802952
10.430000 0.00058851 0.00041077 -0.00083757 0.017192 -0.023523 -9.794165
10.440000 -0.00073120 0.00199494 -0.00075867 0.039116 0.000178 -9.794211
10.450000 0.00144300 0.00145155 -0.00182116 0.027794 -0.022286 -9.782009
10.460000 0.00147347 0.00023236 0.00004677 0.004380 -0.005872 -9.791694
10.470000 -0.00112723 0.00040091 -0.00140282 0.012441 -0.017088 -9.807993
10.480000 0.00143226 0.00097004 -0.00150763 0.009084 -0.030911 -9.788975
10.490000 0.00028783 0.00038933 -0.00169664 0.032053 -0.036618 -9.778267
10.500000 0.00184198 0.00013079 -0.00370699 0.019880 -0.012101 -9.811374
10.510000 0.00062518 -0.00053854 -0.00243128 0.033208 -0.012997 -9.785262
10.520000 -0.00023743 0.00060941 0.00052864 0.032209 -0.001651 -9.803133
10.530000 0.00131318 -0.00010650 -0.00034410 0.017920 -0.021117 -9.787699
10.540000 0.00054091 -0.00019460 -0.00195436 0.023329 -0.004309 -9.785523
10.550000 -0.00075183 0.00011008 -0.00064195 0.002727 -0.001492 -9.787141
10.560000 0.00090338 0.00008403 -0.00174575 0.016308 -0.011502 -9.797887
10.570000 0.00160825 -0.00081713 -0.00002397 0.026161 -0.018714 -9.791861
10.580000 -0.00000222 -0.00025244 -0.00226679 0.020673 -0.019322 -9.794749
10.590000 0.00049860 0.00147531 -0.00028437 0.047065 -0.021855 -9.799149
10.600000 0.00197842 0.00102214 -0.00190367 0.013319 -0.020632 -9.788492
10.610000 0.00066921 -0.00028020 0.00053057 0.027159 -0.015059 -9.786387
10.620000 -0.00019679 0.00139370 0.00009295 0.027934 -0.016623 -9.811989
10.630000 0.00282962 0.00009031 -0.00008768 0.028298 -0.013303 -9.796428
10.640000 0.00328165 -0.00011764 -0.00233504 0.015340 -0.007554 -9.793165
10.650000 -0.00088001 0.00121271 -0.00268315 0.017632 -0.027255 -9.785971
10.660000 0.00062768 0.00093731 -0.00061482 0.026049 -0.012446 -9.823218
10.670000 0.00142544 0.00072229 0.00047887 0.019621 -0.017412 -9.802835
10.680000 0.00004768 -0.00017700 -0.00157266 0.027542 -0.007851 -9.792282
10.690000 0.00183019 0.00140040 -0.00034877 0.030379 -0.025223 -9.801187
10.700000 0.00218349 -0.00067804 0.00086722 0.020748 -0.021220 -9.789378
10.710000 0.00252324 0.00123562 0.00098180 0.014778 -0.002016 -9.805962
10.720000 -0.00065662 -0.00002445 -0.00153530 0.041320 0.005293 -9.797598
10.730000 0.00172148 -0.00055014 -0.00004250 0.031462 -0.019004 -9.786517
10.740000 0.00237054 0.00119520 -0.00051625 0.018240 -0.027854 -9.831978
10.750000 0.00001213 -0.00034685 0.00044962 0.017313 -0.012209 -9.783347
10.760000 0.00177935 0.00046098 -0.00121791 0.020366 -0.004971 -9.801189
10.770000 -0.00102581 -0.00057085 0.00111142 0.016627 -0.004460 -9.821297
10.780000 -0.00028046 0.00068948 0.00020744 0.020130 -0.019000 -9.783044
10.790000 -0.00025492 0.00068471 0.00013792 0.014718 -0.009834 -9.787435
10.800000 0.00101250 0.00336840 -0.00246860 0.005074 -0.016394 -9.800966
10.810000 0.00205873 0.00032720 -0.00002808 0.029463 -0.008249 -9.798982
10.820000 0.00144131 -0.00023316 -0.00057100 0.009526 -0.004619 -9.797327
10.830000 -0.00085790 0.00110325 -0.00050184 0.003816 -0.030324 -9.792274
10.840000 0.00163866 0.00155812 -0.00043238 0.007242 0.003596 -9.806021
10.850000 0.00114809 -0.00038107 -0.00151222 0.019996 -0.013409 -9.803944
10.860000 0.00218673 0.00193634 -0.00103811 -0.002398 -0.013091 -9.804182
10.870000 0.00104600 -0.00040461 0.00037276 0.021165 -0.016223 -9.794017
10.880000 0.00166542 0.00244122 -0.00167832 0.035619 -0.020462 -9.801338
10.890000 0.00062199 0.00073145 -0.00015351 0.003342 -0.016952 -9.792551
10.900000 0.00078433 -0.00037296 0.00008141 0.015165 -0.010836 -9.798425
10.910000 0.00172114 -0.00041627 0.00055544 0.006977 -0.011880 -9.798708
10.920000 0.00217020 0.00063430 -0.00072040 0.021228 -0.020669 -9.803204
10.930000 0.00155406 -0.00036170 -0.00076997 0.021574 -0.017306 -9.779407
10.940000 -0.00115238 0.00137646 -0.00236149 0.027987 -0.009550 -9.798425
10.950000 0.00250342 0.00016988 -0.00101167 -0.000260 -0.023076 -9.803123
10.960000 0.00037227 0.00021196 0.00061853 0.017250 -0.015334 -9.790089
10.970000 -0.00148781 0.00177697 -0.00046198 0.022731 -0.003408 -9.799769
10.980000 -0.00020702 -0.00057531 0.00087639 0.022572 -0.011562 -9.794193
10.990000 0.00005449 -0.00065335 0.00033731 0.032819 -0.006962 -9.809844
11.000000 0.00133855 -0.00043793 -0.00058338 0.018857 -0.015140 -9.775135
11.010000 -0.00002575 0.00160082 0.00026137 0.016702 -0.024825 -9.792267
11.020000 0.00153201 0.00086166 0.00096119 0.024970 -0.015738 -9.798853
11.030000 0.00099969 -0.00068187 -0.00035053 0.029489 -0.023536 -9.800060
11.040000 0.00308605 -0.00051476 -0.00116146 0.014779 -0.004061 -9.793795
11.050000 0.00141645 0.00044610 -0.00178230 0.009350 -0.024645 -9.777916
11.060000 0.00212186 0.00282004 -0.00060387 0.030832 -0.006584 -9.796528
11.070000 0.00009593 -0.00104896 -0.00054202 0.035085 -0.026034 -9.789120
11.080000 0.00210388 0.00097517 -0.00080240 0.015567 -0.017489 -9.789392
11.090000 0.00041073 -0.00059216 0.00003475 0.018564 -0.019347 -9.801602
11.100000 0.00191377 -0.00104573 0.00078984 0.000137 -0.007368 -9.806716
11.110000 0.00157407 0.00189959 -0.00214213 0.038584 -0.017876 -9.783556
11.120000 -0.00036582 0.00035103 -0.00029722 0.001910 -0.007685 -9.786764
11.130000 0.00279636 0.00120608 -0.00104268 0.033036 -0.030280 -9.803677
11.140000 -0.00002637 0.00173000 -0.00176471 0.025765 -0.013516 -9.793716
11.150000 0.00262847 0.00021562 0.00079058 0.016397 0.000508 -9.770565
11.160000 0.00167893 0.00036300 -0.00131940 0.021040 -0.010466 -9.796088
11.170000 0.00065909 0.00092832 -0.00072284 0.032841 -0.006709 -9.807314
11.180000 0.00040619 0.00033437 -0.00072142 0.013873 -0.025093 -9.769702
11.190000 -0.00112873 0.00095817 -0.00177972 0.026353 -0.020957 -9.803406
11.200000 -0.00015333 -0.00118734 -0.00259389 0.028052 -0.005951 -9.788669
11.210000 -0.00035545 -0.00020902 0.00115326 0.015744 -0.011942 -9.795541
11.220000 0.00047412 0.00067775 -0.00039952 0.010637 -0.024265 -9.792530
11.230000 0.00113107 0.00042256 -0.00199529 0.021965 -0.009466 -9.788740
11.240000 0.00245093 0.00230720 -0.00248266 0.034994 -0.022759 -9.790348
11.250000 -0.00002403 0.00022019 -0.00176454 0.027492 -0.018121 -9.795431
11.260000 0.00150597 -0.00022827 0.00136506 0.017134 0.006086 -9.795601
11.270000 0.00219055 0.00071257 0.00022699 0.024515 -0.017640 -9.801446
11.280000 0.00210590 -0.00006395 -0.00161622 0.006980 -0.004001 -9.788966
11.290000 0.00107814 0.00136164 -0.00066094 0.016989 -0.024004 -9.794851
11.300000 -0.00057700 -0.00030282 -0.00087397 0.015023 -0.017220 -9.809286
11.310000 0.00092433 0.00247254 -0.00218599 0.022171 -0.012630 -9.785703
11.320000 0.00150559 0.00198911 0.00147145 0.018493 -0.018336 -9.812218
11.330000 0.00059560 0.00099143 -0.00023024 0.031010 -0.006072 -9.796363
11.340000 0.00119548 0.00040115 -0.00036402 0.006708 -0.027145 -9.802121
11.350000 -0.00153225 0.00118207 -0.00067382 0.029652 -0.012097 -9.811584
11.360000 0.00077753 0.00254686 -0.00147493 0.024042 -0.023391 -9.801872
11.370000 0.00059692 0.00249155 -0.00163206 0.029717 -0.007345 -9.785719
11.380000 0.00044988 0.00035297 0.00004073 0.019769 -0.006170 -9.802511
11.390000 0.00120780 -0.00079263 -0.00133217 0.017424 -0.018263 -9.796411
11.400000 0.00039265 0.00042278 -0.00037416 0.007135 -0.017250 -9.782133
11.410000 0.00141821 -0.00127601 0.00026394 0.009075 -0.028293 -9.809137
11.420000 0.00125257 0.00188453 -0.00035580 0.046619 -0.010351 -9.799353
11.430000 0.00210132 0.00096655 0.00054623 0.020683 -0.012724 -9.803054
11.440000 0.00152225 0.00040208 0.00147243 0.014828 -0.016577 -9.803898
11.450000 0.00188904 0.00107374 -0.00207630 0.016031 -0.011469 -9.806622
11.460000 -0.00028831 0.00079272 -0.00065448 0.046099 -0.007468 -9.809351
11.470000 0.00038588 0.00064098 0.00078863 -0.004779 -0.021875 -9.789806
11.480000 0.00169540 -0.00064101 -0.00091151 0.024905 -0.016108 -9.802664
11.490000 0.00019503 0.00011230 -0.00121362 0.010959 -0.019026 -9.806774
11.500000 0.00052235 -0.00075514 -0.00092765 0.016011 -0.001690 -9.804362
11.510000 0.00043939 -0.00242945 0.00125297 0.026109 -0.007366 -9.807446
11.520000 0.00208877 0.00012370 -0.00078118 0.011566 -0.004311 -9.805908
11.530000 -0.00017165 0.00219572 0.00109729 0.019425 0.005400 -9.786852
11.540000 0.00115669 0.00152353 -0.00062471 0.020852 -0.006593 -9.797209
11.550000 -0.00033673 0.00008818 -0.00066807 0.030182 -0.035463 -9.798043
11.560000 0.00054545 0.00028135 -0.00089140 -0.000863 -0.013386 -9.799012
11.570000 0.00091912 0.00055226 -0.00186061 0.033607 -0.007882 -9.801911
11.580000 0.00028298 -0.00078458 0.00017782 0.015938 -0.011193 -9.802376
11.590000 -0.00110565 0.00165359 0.00058635 0.019676 -0.001833 -9.804941
11.600000 0.00069782 -0.00210314 -0.00116131 0.015523 -0.018074 -9.765069
11.610000 0.00093582 -0.00051060 -0.00131522 0.026082 -0.003679 -9.788969
11.620000 0.00253020 0.00116493 -0.00172456 0.028354 -0.010264 -9.792997
11.630000 -0.00059760 0.00017298 -0.00101346 0.005493 -0.011421 -9.797733
11.640000 0.00149620 -0.00003532 -0.00028850 0.025455 -0.015709 -9.789018
11.650000 0.00293515 0.00131550 -0.00084809 0.029399 -0.044122 -9.800989
11.660000 0.00081685 0.00014333 0.00038064 0.001426 -0.012611 -9.799657
11.670000 0.00037269 0.00054522 -0.00074880 0.033558 -0.012928 -9.801505
11.680000 0.00049822 -0.00087247 -0.00047703 0.029386 -0.018182 -9.801630
11.690000 0.00093900 0.00100024 -0.00133360 0.023936 0.001130 -9.788114
11.700000 0.00222082 -0.00037677 0.00091204 0.025669 0.012509 -9.803974
11.710000 -0.00074764 0.00093477 -0.00032457 0.012453 -0.013544 -9.781500
11.720000 0.00020444 0.00092439 0.00047952 0.010583 0.002546 -9.811041
11.730000 -0.00121682 0.00100274 -0.00329327 0.018788 -0.013265 -9.805476
11.740000 0.00003434 0.00212917 -0.00138178 0.013788 -0.007034 -9.782234
11.750000 -0.00017388 0.00030206 0.00126791 -0.001146 -0.013198 -9.797783
11.760000 -0.00083168 -0.00055131 0.00069743 0.021074 -0.018168 -9.809555
11.770000 0.00285770 0.00039657 -0.00203905 0.035423 -0.003407 -9.797690
11.780000 0.00309584 0.00209444 -0.00012105 0.015117 -0.021094 -9.822507
11.790000 0.00018760 0.00045097 -0.00096036 0.023538 -0.007197 -9.795271
11.800000 0.00133085 0.00195100 0.00007942 0.019137 -0.013666 -9.805182
11.810000 -0.00007738 0.00187650 -0.00048687 0.015004 -0.016663 -9.789683
11.820000 0.00168707 0.00196654 -0.00191158 0.033789 -0.017291 -9.807098
11.830000 0.00096417 -0.00003145 -0.00236786 0.020356 0.005115 -9.806228
11.840000 0.00134671 0.00301156 -0.00264008 0.028858 -0.001640 -9.800250
11.850000 0.00096772 0.00114054 -0.00067692 0.012993 -0.009250 -9.793118
11.860000 0.00088687 -0.00079922 -0.00056721 0.026948 0.005737 -9.794980
11.870000 0.00024324 -0.00168992 0.00039459 0.008078 -0.014334 -9.794234
11.880000 0.00195839 0.00055166 -0.00057093 0.032672 -0.016968 -9.800741
11.890000 0.00207432 0.00072434 0.00010402 0.006288 -0.009526 -9.763168
11.900000 0.00070252 0.00181198 -0.00047921 0.017774 -0.010480 -9.802128
11.910000 0.00119405 -0.00077006 -0.00051304 0.007187 -0.010658 -9.796368
11.920000 0.00016805 -0.00013828 -0.00161538 -0.003856 0.001100 -9.792490
11.930000 -0.00006623 0.00262477 0.00053134 0.020739 -0.019220 -9.792597
11.940000 0.00292037 -0.00072290 -0.00072875 0.024514 -0.010987 -9.785970
11.950000 -0.00029351 -0.00019569 -0.00171813 0.032953 0.005056 -9.805018
11.960000 0.00223958 0.00010377 0.00026838 0.014266 -0.011388 -9.804441
11.970000 0.00160412 0.00280364 -0.00227944 0.013820 -0.010248 -9.787642
11.980000 0.00225923 0.00164644 -0.00177338 0.032759 -0.016926 -9.792018
11.990000 0.00200713 0.00083614 -0.00102748 0.022428 -0.014823 -9.804810
12.000000 0.00017606 -0.00021911 0.00124981 0.010568 -0.008333 -9.804978
12.010000 0.00100068 0.00128213 -0.00159090 0.002231 -0.015318 -9.782098
12.020000 0.00022015 0.00158198 -0.00214958 -0.007949 -0.017883 -9.789898
12.030000 0.00058479 0.00053403 -0.00068863 0.001765 -0.017133 -9.808045
12.040000 0.00082091 0.00089582 -0.00010714 0.009928 -0.019024 -9.807881
12.050000 0.00173464 -0.00048580 -0.00108416 0.007937 -0.015592 -9.774379
12.060000 0.00219476 0.00139465 -0.00217286 0.027577 -0.004895 -9.788677
12.070000 0.00135148 -0.00147823 -0.00075307 0.013025 -0.011892 -9.785673
12.080000 0.00289777 -0.00044789 -0.00163432 0.028283 -0.013054 -9.791450
12.090000 0.00176403 -0.00104280 -0.00143276 0.044629 -0.006606 -9.799802
12.100000 0.00159644 -0.00013429 -0.00103597 0.019260 -0.025542 -9.773180
12.110000 0.00174419 0.00092155 -0.00053318 0.036039 -0.014168 -9.774842
12.120000 0.00066088 0.00087006 -0.00092373 0.026324 -0.019308 -9.787585
12.130000 0.00145781 0.00000307 -0.00098257 0.023986 -0.006621 -9.810341
12.140000 0.00001004 0.00046499 -0.00161100 0.011897 -0.000115 -9.779719
12.150000 -0.00011405 0.00075866 -0.00058726 0.034151 0.007186 -9.790876
12.160000 0.00178287 0.00006887 -0.00039195 0.025071 -0.024132 -9.802455
12.170000 0.00155080 0.00094477 -0.00162565 0.000117 -0.018215 -9.817235
12.180000 0.00114936 0.00086414 -0.00079282 0.030810 -0.011116 -9.816912
12.190000 -0.00108648 0.00066049 0.00141253 0.018101 0.004677 -9.797907
12.200000 0.00063996 -0.00022808 -0.00042665 0.010016 -0.032855 -9.814206
12.210000 0.00131238 0.00169274 -0.00205787 0.025356 -0.019339 -9.800160
12.220000 0.00173138 0.00109042 -0.00094215 0.015703 -0.016402 -9.808922
12.230000 0.00133869 0.00152946 0.00007232 0.023161 -0.029227 -9.804208
12.240000 -0.00014302 0.00132016 -0.00086469 0.030108 -0.011238 -9.789793
12.250000 0.00107287 0.00057320 -0.00095024 0.041504 -0.015597 -9.796435
12.260000 0.00219171 0.00041628 -0.00191955 0.017357 -0.019434 -9.806756
12.270000 0.00060647 0.00067869 0.00042921 0.020841 -0.011450 -9.792542
12.280000 0.00160309 -0.00035054 0.00168519 0.020644 -0.005738 -9.796356
12.290000 0.00126478 0.00177539 -0.00095171 0.015907 -0.024270 -9.812140
12.300000 0.00153336 0.00133947 0.00041819 0.034604 -0.021991 -9.805907
12.310000 0.00205737 0.00137220 -0.00111509 0.015825 -0.017784 -9.780265
12.320000 0.00042825 0.00083261 0.00013313 0.016719 0.011334 -9.796013
12.330000 0.00077728 0.00156517 0.00065262 0.040570 -0.006061 -9.793040
12.340000 0.00008368 -0.00033692 -0.00094038 0.035778 -0.003778 -9.790303
12.350000 0.00130761 -0.00002457 0.00055220 0.043176 -0.019984 -9.806599
