# Time(s) Gyro_X Gyro_Y Gyro_Z Acc_X Acc_Y Acc_Z
34.870000 0.00001035 -0.00018660 -0.00164569 0.023382 -0.030827 -9.782824
34.880000 0.00073210 -0.00020878 -0.00161934 0.022548 -0.005431 -9.785452
34.890000 0.00215847 0.00172379 0.00014930 0.024125 -0.037326 -9.795173
34.900000 0.00152400 0.00059274 -0.00129703 0.022119 -0.025869 -9.814547
34.910000 0.00004684 0.00086300 -0.00197363 0.024617 -0.027492 -9.776036
34.920000 0.00000608 0.00165291 0.00110065 0.022631 -0.001485 -9.796338
34.930000 0.00139330 0.00160646 -0.00104585 0.027515 -0.014467 -9.786594
34.940000 -0.00033767 0.00111217 -0.00023071 -0.000383 -0.006119 -9.789962
34.950000 0.00107167 0.00025762 0.00016221 0.018458 -0.019092 -9.799641
34.960000 0.00001427 -0.00027378 -0.00180811 0.022828 -0.002860 -9.801992
34.970000 0.00108497 -0.00058789 -0.00148424 0.002982 0.009846 -9.789934
34.980000 0.00029424 0.00023939 -0.00228737 0.016088 -0.003112 -9.787313
34.990000 0.00108720 0.00174730 -0.00066451 0.024923 -0.019771 -9.789977
35.000000 0.00254132 0.00183400 -0.00002226 0.030896 -0.032201 -9.794405
35.010000 0.00107469 0.00052250 -0.00003620 0.022982 -0.012339 -9.796188
35.020000 0.00060833 -0.00138252 -0.00030800 0.031861 -0.017113 -9.796678
35.030000 -0.00013107 -0.00046214 -0.00079978 0.023157 -0.016781 -9.810510
35.040000 0.00090488 -0.00091208 -0.00063451 0.022141 -0.012745 -9.800302
35.050000 0.00196614 -0.00062834 0.00047248 0.018677 -0.046799 -9.784566
35.060000 -0.00056017 0.00261732 -0.00121126 0.029010 -0.028378 -9.803405
35.070000 0.00114562 -0.00139203 -0.00086214 0.034485 -0.026549 -9.791865
35.080000 0.00122848 0.00041384 -0.00136308 0.015080 -0.010899 -9.796149
35.090000 0.00005344 0.00163053 -0.00076919 0.017168 -0.011115 -9.801580
35.100000 0.00254075 -0.00002648 -0.00123479 0.002158 -0.024277 -9.807129
35.110000 0.00181559 -0.00112297 -0.00201346 0.003959 -0.011306 -9.798378
35.120000 0.00209748 -0.00067193 -0.00261905 0.023539 -0.009792 -9.789085
35.130000 0.00286853 -0.00089382 -0.00061588 0.024069 -0.024796 -9.790855
35.140000 0.00106909 -0.00231063 -0.00106732 0.022218 0.006901 -9.796571
35.150000 0.00144841 0.00085431 0.00010352 0.023829 -0.015948 -9.796161
35.160000 0.00061251 0.00121250 -0.00148933 0.019814 -0.019346 -9.794876
35.170000 -0.00041047 -0.00079773 -0.00226211 0.026218 -0.019195 -9.788294
35.180000 0.00200959 -0.00101457 -0.00052596 0.027143 -0.023803 -9.806287
35.190000 0.00073408 0.00039735 0.00056361 0.024482 -0.020875 -9.807107
35.200000 0.00056157 0.00111160 -0.00076244 0.037169 -0.024663 -9.811886
35.210000 0.00084798 0.00279997 -0.00224134 0.012163 -0.012684 -9.795914
35.220000 0.00228913 0.00115641 -0.00127952 0.038872 -0.022684 -9.794288
35.230000 0.00262932 -0.00134811 -0.00132177 0.031285 -0.021590 -9.789613
35.240000 -0.00020848 0.00091208 -0.00191306 0.001678 0.002588 -9.786702
35.250000 0.00143306 0.00031356 -0.00127935 0.013193 -0.006702 -9.783518
35.260000 0.00138865 0.00023138 -0.00188863 0.007113 -0.020999 -9.783189
35.270000 0.00380137 0.00001283 -0.00301761 0.020675 -0.010638 -9.795948
35.280000 0.00015790 -0.00076728 0.00002615 0.028915 -0.009871 -9.795588
35.290000 0.00132165 0.00089871 -0.00117002 -0.001017 -0.008600 -9.789358
35.300000 0.00072065 0.00012907 -0.00088119 0.007605 -0.026716 -9.791474
35.310000 0.00183533 0.00083608 -0.00029989 0.021943 -0.034748 -9.804870
35.320000 0.00149956 0.00138444 -0.00051185 0.023138 -0.008233 -9.802493
35.330000 0.00135885 0.00168881 -0.00146505 0.018525 -0.023794 -9.783411
35.340000 0.00014426 -0.00068592 -0.00061709 0.021746 -0.021677 -9.808213
35.350000 -0.00085373 0.00096215 -0.00090919 0.007331 0.003116 -9.798385
35.360000 0.00213464 -0.00017192 -0.00100332 0.016005 -0.017132 -9.802952
35.370000 0.00212220 0.00188314 -0.00148015 0.018930 -0.014651 -9.796500
35.380000 0.00118178 0.00079442 -0.00042635 0.007374 -0.006076 -9.802180
35.390000 0.00073742 0.00178138 -0.00268970 0.013413 -0.022038 -9.807175
35.400000 0.00057887 0.00094793 -0.00034278 0.022678 -0.006050 -9.803880
35.410000 0.00235276 0.00169823 -0.00108554 0.001569 -0.025271 -9.801133
35.420000 0.00229987 -0.00021404 0.00013089 0.007686 -0.020987 -9.802165
35.430000 0.00281052 0.00171494 -0.00069423 0.019845 -0.029550 -9.790849
35.440000 0.00066822 -0.00102859 -0.00048946 0.036609 -0.000709 -9.802490
35.450000 -0.00011522 -0.00029313 -0.00199075 0.026687 -0.009497 -9.797085
35.460000 0.00053961 0.00047203 -0.00052639 0.021770 -0.008170 -9.787816
35.470000 0.00039949 0.00156928 -0.00100821 0.011883 -0.007523 -9.779985
35.480000 0.00021228 0.00072629 0.00116355 0.028822 0.000365 -9.822485
35.490000 0.00133516 0.00013714 -0.00232746 0.025957 -0.012357 -9.786379
35.500000 0.00078059 0.00073493 -0.00118758 0.008744 -0.020061 -9.787645
35.510000 -0.00066538 -0.00035057 0.00065454 0.009403 -0.012577 -9.796819
35.520000 0.00243400 -0.00038664 -0.00012724 0.018041 -0.009273 -9.807805
35.530000 -0.00017857 0.00190432 -0.00055476 0.012199 -0.016392 -9.808662
35.540000 0.00194964 -0.00121509 -0.00012236 0.032309 -0.022988 -9.788787
35.550000 0.00099233 0.00135193 0.00011487 0.011245 -0.007958 -9.812738
35.560000 0.00106578 -0.00010083 -0.00002030 0.034086 -0.003649 -9.802176
35.570000 0.00093985 -0.00037278 -0.00172015 0.011744 -0.010422 -9.811911
35.580000 -0.00047716 -0.00001029 0.00030269 0.020348 -0.023076 -9.799193
35.590000 0.00117783 -0.00002977 0.00000486 0.013562 -0.022984 -9.779602
35.600000 0.00016752 0.00059535 -0.00097963 0.027805 -0.029799 -9.805408
35.610000 0.00177913 -0.00107723 -0.00165020 0.028574 -0.005313 -9.810501
35.620000 -0.00063825 0.00024040 0.00041143 0.026986 -0.012350 -9.816067
35.630000 0.00049455 -0.00001068 0.00007172 0.015968 -0.016362 -9.796165
35.640000 0.00206855 0.00041143 -0.00011529 0.006794 -0.022630 -9.802879
35.650000 -0.00007695 0.00187797 0.00134871 0.014643 -0.020190 -9.797976
35.660000 0.00152122 -0.00158433 -0.00135823 0.023096 0.002742 -9.787941
35.670000 0.00161283 0.00007852 0.00047220 0.033169 -0.019808 -9.806689
35.680000 0.00158816 -0.00020648 -0.00076774 0.028014 -0.015162 -9.789347
35.690000 0.00010617 0.00031742 -0.00135459 0.011177 -0.008514 -9.798402
35.700000 0.00217476 0.00261601 -0.00223119 0.015391 -0.018668 -9.791746
35.710000 -0.00092322 0.00025483 -0.00231842 0.027741 -0.018664 -9.793207
35.720000 0.00104621 0.00124894 0.00069414 0.023408 -0.007617 -9.786781
35.730000 0.00120139 0.00030684 -0.00277838 0.038112 -0.019652 -9.782050
35.740000 0.00102619 0.00057129 -0.00016104 0.021171 -0.025948 -9.803155
35.750000 0.00029151 0.00006495 -0.00227800 0.024660 -0.007762 -9.806813
35.760000 -0.00129129 -0.00060850 -0.00237033 0.012361 -0.020331 -9.805284
35.770000 0.00133671 -0.00001813 -0.00133824 0.001199 -0.037193 -9.800468
35.780000 0.00001559 -0.00273257 0.00070831 0.022521 -0.008444 -9.810273
35.790000 -0.00000027 0.00008758 -0.00225489 0.006547 -0.020279 -9.796617
35.800000 0.00197193 0.00064343 -0.00162637 0.030088 -0.007823 -9.800328
35.810000 0.00060777 0.00217818 -0.00087297 0.023602 -0.023435 -9.795907
35.820000 0.00081827 -0.00044138 -0.00269458 0.019376 -0.000957 -9.791714
35.830000 0.00083996 0.00082549 0.00029958 0.012292 -0.022606 -9.799981
35.840000 -0.00124850 -0.00062510 -0.00138074 0.004355 -0.017300 -9.798087
35.850000 0.00099652 0.00035497 -0.00092169 0.024665 -0.008879 -9.795661
35.860000 0.00140810 -0.00040329 0.00013414 0.003700 -0.027210 -9.802701
35.870000 0.00143345 0.00018017 0.00080091 0.026523 -0.008815 -9.799144
35.880000 0.00255642 0.00143290 -0.00381856 0.043597 0.000616 -9.784251
35.890000 0.00257895 0.00129476 0.00120641 0.027007 -0.010415 -9.792794
35.900000 0.00223746 0.00207834 0.00007865 0.001950 -0.025513 -9.798871
35.910000 0.00234869 0.00249412 -0.00058345 0.021279 -0.016245 -9.793927
35.920000 -0.00057223 0.00019254 -0.00041005 -0.001033 -0.009943 -9.796029
35.930000 0.00107489 -0.00074656 -0.00243107 0.018126 -0.005727 -9.807105
35.940000 0.00025884 0.00130774 0.00078034 0.017631 -0.012156 -9.805180
35.950000 0.00191657 0.00155743 -0.00088082 -0.000033 -0.026530 -9.797297
35.960000 -0.00074208 0.00004478 -0.00105876 0.017510 -0.015183 -9.803243
35.970000 0.00050295 0.00055469 -0.00035858 0.006877 -0.013630 -9.798315
35.980000 0.00185302 0.00022188 -0.00270376 0.026378 -0.022477 -9.816859
35.990000 0.00051712 0.00054371 0.00042281 -0.006045 -0.019015 -9.795371
36.000000 0.00043219 0.00101254 -0.00050991 0.017677 -0.020652 -9.812564
36.010000 0.00104390 0.00143053 -0.00146084 0.001106 -0.011327 -9.798926
36.020000 0.00042481 0.00048810 -0.00144015 0.016365 -0.030418 -9.806313
36.030000 0.00150801 -0.00021319 -0.00057370 0.020451 -0.012154 -9.798292
36.040000 0.00089983 0.00071493 -0.00125974 0.033792 -0.020755 -9.783781
36.050000 0.00066091 0.00059601 -0.00059793 0.022169 -0.013919 -9.787325
36.060000 0.00099580 0.00220536 -0.00179074 0.013759 -0.018292 -9.808885
36.070000 0.00093580 -0.00107363 -0.00042792 0.029352 -0.011645 -9.785672
36.080000 -0.00011525 0.00022169 -0.00117206 0.022049 -0.003970 -9.804123
36.090000 0.00128089 -0.00005279 -0.00139531 0.029872 -0.018978 -9.796625
36.100000 0.00243586 0.00078457 -0.00136105 0.027284 0.008278 -9.788449
36.110000 0.00074917 0.00214535 -0.00103516 0.029143 -0.020454 -9.795080
36.120000 0.00031072 -0.00018500 -0.00134913 0.019041 -0.000923 -9.798109
36.130000 0.00040550 -0.00077965 -0.00192420 0.033285 -0.028016 -9.782662
36.140000 0.00017068 0.00109157 -0.00118124 0.011386 -0.006461 -9.805293
36.150000 0.00079284 0.00177009 0.00049501 0.026183 -0.024626 -9.786285
36.160000 0.00071788 -0.00013086 -0.00166443 0.028452 -0.021007 -9.790869
36.170000 0.00169278 0.00029529 -0.00118649 0.029474 -0.024233 -9.806990
36.180000 0.00018634 -0.00026967 -0.00047994 0.009287 -0.027130 -9.807411
36.190000 -0.00031544 0.00149487 -0.00133384 0.029248 -0.009422 -9.813610
36.200000 0.00085036 -0.00083698 -0.00081237 0.014898 -0.026578 -9.788035
36.210000 0.00067168 0.00044992 0.00067171 0.015504 -0.030444 -9.794948
36.220000 0.00117770 -0.00029466 -0.00151132 0.026065 -0.024537 -9.799299
36.230000 0.00159513 0.00179869 -0.00051808 0.010976 -0.002560 -9.800964
36.240000 0.00168871 0.00110974 0.00061906 0.012782 -0.015513 -9.798725
36.250000 -0.00094959 0.00116722 0.00018374 0.026885 -0.002840 -9.784414
36.260000 -0.00033872 -0.00038567 -0.00165078 0.016181 -0.011949 -9.781765
36.270000 0.00027121 0.00001828 -0.00055740 0.035270 -0.023759 -9.790728
36.280000 0.00186567 0.00158132 -0.00163782 0.024232 -0.005736 -9.784214
36.290000 0.00015530 0.00181582 -0.00015326 0.009590 -0.021907 -9.787574
36.300000 0.00108286 0.00097334 -0.00082980 0.021480 -0.037272 -9.813313
36.310000 0.00152458 0.00016393 -0.00053120 0.026626 -0.006609 -9.810145
36.320000 -0.00051055 -0.00018778 -0.00147701 0.030992 -0.016971 -9.806875
36.330000 0.00062561 -0.00042651 -0.00133354 0.014397 -0.027227 -9.802809
36.340000 -0.00051441 0.00104870 -0.00088251 0.001311 -0.015738 -9.790779
36.350000 -0.00070521 -0.00033483 -0.00046340 0.006526 -0.014830 -9.804697
36.360000 0.00045698 -0.00019694 -0.00087459 0.026688 -0.038144 -9.789531
36.370000 0.00134360 -0.00093635 -0.00024987 0.001822 -0.017099 -9.803739
36.380000 0.00019971 0.00048207 -0.00083542 0.016393 -0.030294 -9.780049
36.390000 0.00047293 -0.00052366 -0.00108569 0.007134 -0.027077 -9.778702
36.400000 0.00262533 -0.00086168 0.00089231 0.023227 -0.027543 -9.797938
36.410000 0.00074028 0.00053537 -0.00188671 0.017643 -0.031877 -9.804233
36.420000 0.00022873 -0.00000291 -0.00184569 0.019736 -0.002336 -9.798538
36.430000 0.00079108 0.00009298 0.00105078 0.018864 -0.023152 -9.785691
36.440000 -0.00016597 0.00060269 -0.00055215 0.029023 -0.007107 -9.795532
36.450000 -0.00007032 0.00118683 -0.00119833 0.004014 -0.004133 -9.796077
36.460000 -0.00149239 0.00115985 -0.00191694 0.016914 -0.010515 -9.794408
36.470000 -0.00004777 0.00118790 -0.00114716 0.009308 -0.018208 -9.815691
36.480000 0.00191777 0.00171017 -0.00144493 0.020860 -0.001699 -9.814606
36.490000 0.00179326 -0.00025546 0.00143312 0.021286 -0.008315 -9.788486
36.500000 0.00030704 0.00152609 0.00004379 0.012538 -0.026022 -9.802521
36.510000 0.00131609 -0.00017054 -0.00095140 0.031909 -0.032096 -9.808810
36.520000 -0.00115359 0.00072442 -0.00045038 0.015412 -0.024757 -9.797067
36.530000 0.00113350 -0.00247331 -0.00206564 0.034145 -0.027038 -9.798114
36.540000 0.00025191 0.00079166 -0.00051066 0.019917 -0.018346 -9.812434
36.550000 0.00082978 0.00113525 -0.00182624 0.013622 -0.021348 -9.790315
36.560000 0.00161024 0.00097474 -0.00042245 0.024196 -0.030519 -9.800521
36.570000 0.00081796 0.00233074 -0.00030680 0.014997 0.004547 -9.793727
36.580000 0.00003166 0.00074831 -0.00004752 0.009226 -0.022768 -9.800435
36.590000 0.00041189 0.00158927 -0.00041797 0.023624 -0.010151 -9.794645
36.600000 -0.00134248 0.00079967 -0.00120603 0.017902 -0.016360 -9.797940
36.610000 0.00153718 0.00144421 -0.00060484 0.002171 -0.015613 -9.802423
36.620000 0.00266525 0.00032129 -0.00017518 0.003472 0.009179 -9.793537
36.630000 0.00180494 0.00040265 -0.00002123 0.020131 -0.018711 -9.789348
36.640000 0.00040533 0.00007743 -0.00211249 0.008377 -0.018127 -9.806172
36.650000 0.00124141 0.00082525 0.00037926 0.027216 -0.023267 -9.785637
36.660000 0.00179114 0.00021520 -0.00197818 0.019007 -0.007255 -9.792651
36.670000 0.00143285 0.00161075 -0.00004482 0.030592 -0.024352 -9.787594
36.680000 0.00208448 0.00028811 -0.00126662 0.001374 -0.014569 -9.802109
36.690000 0.00026310 0.00044410 -0.00087859 0.005955 -0.023935 -9.803057
36.700000 0.00120668 0.00037070 -0.00093363 0.018034 -0.020248 -9.795850
36.710000 0.00022331 0.00144162 -0.00072348 0.011698 -0.019769 -9.799541
36.720000 0.00082556 -0.00024743 -0.00213191 0.021821 -0.006512 -9.788113
36.730000 0.00230796 0.00105464 -0.00242392 0.022375 -0.010697 -9.793531
36.740000 0.00176314 0.00142248 -0.00067562 0.016854 -0.005994 -9.805795
36.750000 0.00259811 0.00071672 -0.00221682 -0.000481 -0.025415 -9.782619
36.760000 0.00136517 0.00074490 -0.00140330 0.017046 -0.012259 -9.799390
36.770000 0.00157356 -0.00116767 0.00019057 0.025617 -0.014293 -9.797336
36.780000 0.00012188 -0.00048495 -0.00091382 0.026138 -0.019657 -9.792929
36.790000 0.00143297 0.00066392 -0.00154266 0.018253 -0.016074 -9.804836
36.800000 0.00049391 -0.00063304 -0.00102468 0.017840 -0.020412 -9.785351
36.810000 0.00207502 0.00049574 0.00005941 0.003159 -0.006107 -9.814093
36.820000 0.00245540 -0.00008802 -0.00098657 0.025372 -0.023377 -9.790987
36.830000 0.00317119 0.00194434 -0.00247240 0.018786 -0.029324 -9.783064
36.840000 0.00138715 0.00050056 0.00002645 0.027766 -0.009968 -9.803054
36.850000 0.00025502 -0.00033961 -0.00147607 0.028111 -0.027833 -9.818926
36.860000 0.00042807 0.00131532 -0.00198120 0.004377 -0.024220 -9.804198
36.870000 0.00037739 -0.00128901 0.00020712 0.015652 -0.018904 -9.803148
36.880000 0.00227103 0.00017293 -0.00109795 -0.001163 -0.013079 -9.799297
36.890000 0.00145322 0.00197448 -0.00039139 0.013037 -0.001020 -9.799072
36.900000 0.00030246 -0.00111882 -0.00191513 0.020585 -0.007041 -9.811549
36.910000 0.00107322 -0.00015533 -0.00060503 0.019774 -0.007075 -9.797563
36.920000 0.00044708 -0.00055815 -0.00197703 0.006967 -0.019825 -9.794760
36.930000 0.00256235 0.00138899 0.00093052 -0.001069 -0.028527 -9.776915
36.940000 0.00153995 0.00007001 0.00052334 0.024846 -0.000165 -9.787987
36.950000 0.00096693 0.00072084 -0.00084282 0.023940 -0.018091 -9.792838
36.960000 -0.00194690 0.00210474 -0.00030900 0.034500 -0.006745 -9.794982
36.970000 0.00132982 0.00043822 -0.00063657 0.018277 -0.010017 -9.801970
36.980000 0.00040272 0.00111658 -0.00210710 0.024985 -0.021980 -9.800189
36.990000 0.00118607 0.00106157 -0.00099867 0.009723 -0.019398 -9.803487
37.000000 0.00137087 -0.00049133 -0.00176583 0.036919 -0.023945 -9.792802
37.010000 0.00123672 0.00117855 -0.00267487 0.010531 -0.014531 -9.793751
37.020000 0.00152202 -0.00004320 -0.00099281 0.001489 -0.028977 -9.806197
37.030000 -0.00033952 -0.00035162 0.00016613 0.006968 -0.014159 -9.794224
37.040000 0.00103286 0.00011722 -0.00091649 0.009369 -0.013758 -9.800891
37.050000 0.00148921 0.00094049 -0.00087503 0.019005 -0.021284 -9.791773
37.060000 0.00209296 0.00147046 -0.00038663 0.036349 -0.007257 -9.782716
37.070000 0.00105461 0.00115732 -0.00048573 0.005972 -0.021757 -9.790998
37.080000 0.00206080 0.00139956 -0.00181825 0.035083 -0.008496 -9.806912
37.090000 -0.00008596 -0.00020125 0.00017614 0.015653 -0.011666 -9.798297
37.100000 -0.00057631 0.00089476 -0.00043746 0.012012 -0.017903 -9.796794
37.110000 0.00216265 0.00068034 -0.00214321 0.009151 -0.005155 -9.801046
37.120000 0.00004065 -0.00068200 -0.00133794 0.019274 -0.004649 -9.797900
37.130000 0.00081710 -0.00066544 0.00067066 0.029804 -0.025292 -9.792320
37.140000 -0.00032528 0.00184610 0.00038516 0.028393 -0.023299 -9.798434
37.150000 0.00189830 -0.00019377 -0.00045755 0.018423 -0.012904 -9.791902
37.160000 -0.00027737 0.00141091 -0.00087398 0.010888 -0.015601 -9.780737
37.170000 0.00059068 -0.00072374 -0.00327751 0.030539 -0.007062 -9.798578
37.180000 -0.00003854 0.00161280 -0.00120283 0.041288 -0.004702 -9.796276
37.190000 0.00083067 0.00115555 0.00100567 0.022204 -0.019588 -9.792716
37.200000 0.00232500 -0.00047234 -0.00274257 0.025931 -0.007974 -9.798457
37.210000 0.00335961 0.00276899 -0.00061155 0.005263 -0.012582 -9.789582
37.220000 -0.00027049 0.00146323 -0.00090798 0.010214 -0.015908 -9.783235
37.230000 0.00088702 0.00139446 -0.00046563 0.007965 -0.017837 -9.781779
37.240000 -0.00018581 0.00017526 -0.00013885 0.021577 -0.020260 -9.796720
37.250000 0.00151025 0.00076202 0.00013342 0.028259 -0.017035 -9.790674
37.260000 0.00063828 0.00067867 -0.00417558 0.022350 -0.011829 -9.790035
37.270000 0.00055035 0.00126390 -0.00119039 0.017052 -0.024445 -9.791906
37.280000 0.00053377 -0.00054145 0.00020337 0.018676 -0.019481 -9.791386
37.290000 0.00154846 0.00132541 -0.00252621 0.032773 -0.016546 -9.796566
37.300000 0.00083955 0.00021989 -0.00108057 0.008182 -0.017227 -9.794437
37.310000 0.00038397 0.00015390 0.00004964 0.019796 -0.018622 -9.789392
37.320000 -0.00091285 0.00227729 -0.00031616 0.020580 0.010888 -9.794573
37.330000 0.00095767 0.00140683 -0.00225183 -0.007465 -0.026120 -9.791329
37.340000 0.00033530 0.00037892 0.00056556 0.013567 -0.020812 -9.809042
37.350000 0.00095350 0.00095005 -0.00138958 0.015233 -0.013061 -9.792792
37.360000 0.00148684 0.00217724 0.00019553 0.009801 -0.006946 -9.808564
37.370000 0.00091854 0.00117549 -0.00022248 0.024380 -0.011630 -9.805994
37.380000 0.00150659 0.00161195 0.00030448 0.009467 -0.011177 -9.802249
37.390000 0.00087284 0.00114188 -0.00118309 0.018095 -0.008127 -9.791859
37.400000 0.00007693 0.00023051 -0.00087628 0.010841 -0.015536 -9.805997
37.410000 -0.00066158 0.00136033 -0.00356733 0.028699 0.000365 -9.805101
37.420000 0.00371482 0.00200188 -0.00106101 0.019688 -0.005825 -9.796408
37.430000 0.00100943 0.00080297 -0.00138916 0.025615 -0.014484 -9.807218
37.440000 0.00119262 0.00035600 -0.00089427 0.021189 -0.003727 -9.793507
37.450000 0.00118146 -0.00081353 -0.00076043 0.036237 -0.032715 -9.792860
37.460000 0.00116345 0.00062885 -0.00101583 0.013520 -0.023756 -9.783306
37.470000 0.00213786 0.00014635 -0.00057267 0.017450 -0.018515 -9.793214
37.480000 0.00229730 0.00042062 -0.00058554 -0.001525 -0.001451 -9.777606
37.490000 0.00090362 0.00173737 -0.00105772 0.029151 -0.010880 -9.798816
37.500000 0.00228335 0.00039641 -0.00165946 0.009248 -0.003059 -9.787487
37.510000 0.00167937 0.00019533 -0.00017950 0.024501 -0.011664 -9.793644
37.520000 -0.00172940 0.00050521 -0.00125961 0.014741 0.010012 -9.799506
37.530000 -0.00006326 -0.00005324 -0.00137370 0.015733 -0.003794 -9.796942
37.540000 0.00095201 -0.00086733 -0.00048373 0.019810 -0.000854 -9.789864
37.550000 0.00236621 0.00078093 0.00000899 0.027294 -0.029177 -9.792645
37.560000 0.00209456 0.00173649 0.00107014 0.009944 -0.019550 -9.794894
37.570000 0.00050080 -0.00021848 -0.00001653 0.019638 -0.008458 -9.788943
37.580000 0.00170827 0.00127568 0.00108928 0.028456 -0.028442 -9.773023
37.590000 0.00101137 0.00092616 -0.00178039 0.019754 -0.002871 -9.821793
37.600000 0.00313532 0.00016346 -0.00110822 0.017347 -0.029607 -9.805264
37.610000 0.00065325 -0.00014490 -0.00152944 0.020506 -0.018347 -9.783510
37.620000 0.00047630 -0.00086580 -0.00158532 0.037690 -0.024668 -9.801528
37.630000 0.00294896 0.00123566 0.00012590 0.009689 -0.003441 -9.795060
37.640000 0.00217721 0.00233413 -0.00257142 0.020323 -0.011875 -9.799762
37.650000 -0.00022988 -0.00030372 -0.00126973 0.011435 -0.014489 -9.799320
37.660000 0.00069943 0.00005302 -0.00058069 0.023470 -0.031320 -9.794786
37.670000 0.00103530 -0.00022283 -0.00297555 0.013108 -0.013487 -9.787599
37.680000 0.00000713 -0.00004924 -0.00104708 0.014438 -0.003033 -9.814058
37.690000 -0.00012967 0.00000919 -0.00193099 0.035438 -0.002615 -9.805516
37.700000 0.00087418 -0.00057309 -0.00164890 0.011218 -0.029950 -9.787436
37.710000 -0.00030868 0.00034650 -0.00166645 0.016696 -0.019038 -9.807878
37.720000 0.00190678 0.00090585 -0.00086985 0.038120 -0.024728 -9.796408
37.730000 0.00020251 0.00088052 -0.00010930 0.022160 -0.018987 -9.802659
37.740000 0.00114269 0.00210370 -0.00034036 0.016307 -0.009347 -9.800121
37.750000 0.00191361 0.00063357 -0.00012434 0.036255 -0.022770 -9.789109
37.760000 0.00020322 0.00004160 -0.00045064 0.002436 -0.022769 -9.804813
37.770000 0.00134210 0.00100761 0.00030039 0.008961 -0.012165 -9.797752
37.780000 -0.00042497 -0.00047445 -0.00057043 -0.002788 0.004955 -9.794890
37.790000 0.00027564 0.00387777 -0.00028428 0.020012 -0.001899 -9.786761
37.800000 0.00092167 -0.00001547 -0.00128016 0.017018 -0.034525 -9.791006
37.810000 0.00103014 0.00061198 -0.00125670 0.010372 -0.002607 -9.804412
37.820000 0.00072685 0.00184428 0.00058450 0.015481 -0.028432 -9.809273
37.830000 0.00125203 -0.00084126 -0.00026150 0.018909 -0.017023 -9.801409
37.840000 0.00255428 0.00186978 -0.00006557 0.040530 -0.008964 -9.796548
37.850000 0.00242242 0.00055338 -0.00017190 -0.007573 -0.006742 -9.766705
37.860000 0.00031922 0.00079227 0.00052953 0.018120 -0.023105 -9.795017
37.870000 0.00041058 -0.00036144 -0.00070251 0.005686 -0.010379 -9.781648
37.880000 0.00077334 0.00114915 -0.00125326 0.013291 -0.021386 -9.797447
37.890000 0.00271844 -0.00078968 0.00045373 0.014988 -0.030123 -9.800502
37.900000 0.00023515 -0.00129598 -0.00056212 0.014130 -0.001334 -9.785096
37.910000 0.00074539 -0.00060961 -0.00248138 0.033973 -0.006983 -9.794592
37.920000 0.00099164 0.00147584 -0.00021505 0.011256 -0.001739 -9.793172
37.930000 0.00105671 0.00097885 -0.00082721 0.007520 -0.024139 -9.809287
37.940000 -0.00042972 -0.00092089 -0.00100317 -0.000520 -0.011115 -9.809029
37.950000 0.00083935 0.00135098 -0.00004270 0.012441 -0.014612 -9.798529
37.960000 0.00160513 0.00021972 -0.00218065 0.012866 0.000189 -9.811917
37.970000 0.00141207 0.00102517 -0.00318853 0.005166 -0.010422 -9.802911
37.980000 0.00016566 -0.00019105 -0.00068165 0.013348 -0.025790 -9.793268
37.990000 0.00019664 0.00046187 -0.00101053 0.022256 -0.013809 -9.802480
38.000000 0.00084085 -0.00021639 -0.00143899 0.012490 -0.016631 -9.786985
38.010000 -0.00008027 0.00088007 -0.00022890 0.035682 -0.003886 -9.791593
38.020000 0.00022938 0.00202064 -0.00111460 0.029822 -0.026819 -9.803788
38.030000 0.00253019 -0.00014213 -0.00282658 0.025244 -0.016182 -9.793275
38.040000 0.00140220 0.00074855 -0.00076561 0.029795 -0.006760 -9.807560
38.050000 0.00035777 0.00046543 -0.00131126 0.020118 -0.024208 -9.804423
38.060000 0.00069765 0.00134163 -0.00061578 0.002891 -0.013664 -9.814498
38.070000 0.00160995 0.00026813 -0.00114202 0.023941 -0.001416 -9.791347
38.080000 -0.00015348 0.00012996 -0.00412111 0.020519 0.000344 -9.793376
38.090000 0.00040978 0.00041813 -0.00023633 0.011373 -0.013749 -9.777053
38.100000 0.00073132 0.00084767 -0.00297979 0.009074 -0.028801 -9.790501
38.110000 0.00094316 -0.00117950 -0.00200830 0.017759 -0.020320 -9.809242
38.120000 0.00081283 0.00177626 -0.00042879 0.000499 -0.029564 -9.780501
38.130000 0.00101823 0.00048047 -0.00151363 0.019911 -0.034624 -9.784809
38.140000 0.00045602 0.00092738 -0.00218536 0.032348 -0.002708 -9.800875
38.150000 0.00159305 0.00011149 0.00002556 0.017312 -0.013624 -9.782640
38.160000 0.00196109 -0.00117308 -0.00138158 0.014451 -0.022544 -9.789693
38.170000 0.00014447 -0.00131273 -0.00183253 0.032093 -0.015528 -9.789946
38.180000 0.00344126 0.00110951 0.00111729 0.021124 -0.017512 -9.804943
38.190000 0.00182910 -0.00024184 -0.00118177 0.008461 -0.021148 -9.806411
38.200000 0.00158844 0.00093751 -0.00137734 0.022835 -0.002825 -9.794610
38.210000 -0.00050999 0.00378776 -0.00094115 0.010793 -0.006446 -9.793681
38.220000 0.00067426 0.00061333 -0.00104273 0.024948 -0.020194 -9.785316
38.230000 0.00112273 0.00178695 -0.00092455 0.031283 -0.016841 -9.789465
38.240000 -0.00016271 0.00033836 -0.00126440 0.031015 -0.019654 -9.797462
